game_id,espn_game_id,game_uid,season,season_type,date,week,home_away,winner,team_id,team_uid,team_city,team_name,team_abbr,team_full,team_color,team_color_alt,team_logo,team_order,team_score,team_record,pass_att,pass_cmp,pass_yds,pass_avg,pass_td,pass_int,pass_sacks,pass_sack_yds,pass_qbr,pass_rtg,rush_att,rush_yds,rush_avg,rush_td,rush_long,rec_total,rec_yds,rec_avg,rec_td,rec_long,rec_tgts,fum_total,fum_lost,fum_rec,def_tkl,def_solo_tkl,def_sacks,def_tfl,def_pd,def_qb_hts,def_td,int_total,int_yds,int_td,kick_ret_no,kick_ret_yds,kick_ret_avg,kick_ret_long,kick_ret_td,punt_ret_no,punt_ret_yds,punt_ret_avg,punt_ret_long,punt_ret_td,kick_fg_made,kick_fg_att,kick_fg_pct,kick_long,kick_xp_made,kick_xp_att,kick_pts,punt_no,punt_yds,punt_avg,punt_tb,punt_in_20,punt_long,first_downs,pass_1st_downs,rush_1st_downs,first_downs_from_penalties,third_down_conv,third_down_att,fourth_down_conv,fourth_down_att,total_plays,total_yards,yards_per_play,total_drives,redzone_att,redzone_conv,penalties,pen_yards,turnovers,def_sp_tds,possess_time,current,wallclockAvailable,guid,boxscoreMinutes,gameNote
2025_03_CIN_MIN,401772731,s:20~l:28~e:401772731,2025,2,2025-09-21T17:00Z,3,away,0,4,s:20~l:28~t:4,Cincinnati,Bengals,CIN,Cincinnati Bengals,fb4f14,000000,https://a.espncdn.com/i/teamlogos/nfl/500/cin.png,1,10,2-1,19,27,118,5.2,1,2,4,22,NA,63.8,21,53,2.5,0,12,19,140,7.4,1,28,26,5,3,2,72,41,3,3,1,5,0,NA,NA,NA,7,149,21.3,27,0,1,9,9,9,0,1,1,100,45,1,1,4,6,328,54.7,0,1,70,12,6,3,3,3,11,0,0,52,171,3.3,13,1,1,4,45,5,0,29:04,TRUE,TRUE,75b8623b-8926-b411-0476-3d3602b78523,TRUE,NA
2025_03_CIN_MIN,401772731,s:20~l:28~e:401772731,2025,2,2025-09-21T17:00Z,3,home,1,16,s:20~l:28~t:16,Minnesota,Vikings,MIN,Minnesota Vikings,4f2683,ffc62f,https://a.espncdn.com/i/teamlogos/nfl/500/min.png,0,48,2-1,16,24,183,8.4,2,0,3,19,NA,120.5,31,169,5.5,2,24,16,202,12.6,2,36,24,1,0,4,62,45,4,7,5,9,2,2,87,1,3,84,28,34,0,5,68,13.6,29,0,2,2,100,62,6,6,12,5,220,44,0,2,46,22,10,10,2,4,12,1,1,58,352,6.1,12,5,4,13,105,0,2,30:56,TRUE,TRUE,3db556c9-ed76-a7a5-4ccb-a92fc6db4334,TRUE,NA
2025_03_PIT_NE,401772732,s:20~l:28~e:401772732,2025,2,2025-09-21T17:00Z,3,away,1,23,s:20~l:28~t:23,Pittsburgh,Steelers,PIT,Pittsburgh Steelers,000000,ffb612,https://a.espncdn.com/i/teamlogos/nfl/500/pit.png,1,21,2-1,16,23,139,6,2,1,0,0,NA,96.1,26,64,2.5,1,13,16,139,8.7,2,21,22,1,0,4,83,49,5,6,5,8,0,1,0,0,1,27,27,27,0,NA,NA,NA,NA,NA,0,0,0,0,3,3,3,4,169,42.3,0,3,55,17,5,7,5,4,9,0,0,49,203,4.1,10,3,3,8,59,1,0,26:40,TRUE,TRUE,debcd592-8d53-71f1-fc15-5c8b8ef9df6e,TRUE,NA
2025_03_PIT_NE,401772732,s:20~l:28~e:401772732,2025,2,2025-09-21T17:00Z,3,home,0,17,s:20~l:28~t:17,New England,Patriots,NE,New England Patriots,002a5c,c60c30,https://a.espncdn.com/i/teamlogos/nfl/500/ne.png,0,14,1-2,28,37,250,7.2,2,1,5,18,NA,102.1,29,119,4.1,0,15,28,268,9.6,2,23,36,4,4,0,51,31,0,6,1,3,0,1,37,0,4,94,23.5,26,0,1,11,11,11,0,0,0,0,0,2,2,2,1,59,59,1,0,59,26,13,10,3,6,13,4,5,71,369,5.2,9,4,2,7,54,5,0,33:20,TRUE,TRUE,0078f353-fe3e-67ed-a42c-43cca0568e21,TRUE,NA
2025_03_LA_PHI,401772839,s:20~l:28~e:401772839,2025,2,2025-09-21T17:00Z,3,away,0,14,s:20~l:28~t:14,Los Angeles,Rams,LA,Los Angeles Rams,003594,ffd100,https://a.espncdn.com/i/teamlogos/nfl/500/lar.png,1,26,2-1,19,34,196,5.8,2,1,1,0,NA,80,31,160,5.2,0,13,19,196,10.3,2,44,33,0,0,1,66,38,4,7,6,4,0,NA,NA,NA,5,115,23,27,0,4,53,13.3,20,0,4,6,66.7,51,2,2,14,1,36,36,0,1,36,22,10,11,1,3,10,0,1,66,356,5.4,11,4,1,4,41,1,0,29:25,TRUE,TRUE,2e1473b2-e269-fd7a-1137-c1edacb85986,TRUE,NA
2025_03_LA_PHI,401772839,s:20~l:28~e:401772839,2025,2,2025-09-21T17:00Z,3,home,1,21,s:20~l:28~t:21,Philadelphia,Eagles,PHI,Philadelphia Eagles,06424d,000000,https://a.espncdn.com/i/teamlogos/nfl/500/phi.png,0,33,3-0,21,32,202,7.1,3,0,4,24,NA,117.5,27,86,3.2,1,18,21,226,10.8,3,38,30,1,1,0,74,42,1,2,4,7,1,1,0,0,5,55,11,16,0,NA,NA,NA,NA,NA,0,0,0,0,3,3,3,4,222,55.5,0,0,64,19,9,8,2,5,14,4,5,63,288,4.6,11,3,3,5,50,1,1,30:35,TRUE,TRUE,d1a9b001-1df7-fbd7-ae4c-6ca7065286ec,TRUE,NA
2025_03_NYJ_TB,401772840,s:20~l:28~e:401772840,2025,2,2025-09-21T17:00Z,3,away,0,20,s:20~l:28~t:20,New York,Jets,NYJ,New York Jets,115740,ffffff,https://a.espncdn.com/i/teamlogos/nfl/500/nyj.png,1,27,0-3,26,36,168,5.5,2,1,4,29,NA,92,23,99,4.3,0,17,26,197,7.6,2,20,35,1,1,0,79,42,1,7,2,2,1,NA,NA,NA,6,157,26.2,31,0,NA,NA,NA,NA,NA,2,2,100,42,3,3,9,2,97,48.5,0,0,51,21,13,5,3,3,11,1,3,63,267,4.2,11,3,2,7,81,2,1,27:49,TRUE,TRUE,732d3caf-b350-1e34-48c6-b7cebb4a0d88,TRUE,NA
2025_03_NYJ_TB,401772840,s:20~l:28~e:401772840,2025,2,2025-09-21T17:00Z,3,home,1,27,s:20~l:28~t:27,Tampa Bay,Buccaneers,TB,Tampa Bay Buccaneers,bd1c36,3e3a35,https://a.espncdn.com/i/teamlogos/nfl/500/tb.png,0,29,3-0,19,29,225,8,1,0,1,8,NA,101.7,34,122,3.6,0,33,19,233,12.3,1,30,28,1,0,2,63,43,4,9,4,10,1,1,55,1,5,124,24.8,31,0,2,-1,-0.5,0,0,5,6,83.3,55,2,2,17,4,162,40.5,1,1,60,19,12,4,3,4,13,0,0,64,347,5.4,11,5,1,14,124,0,1,32:11,TRUE,TRUE,13e8b157-a75a-ff24-ae91-fa3d52ddf204,TRUE,NA
2025_03_IND_TEN,401772733,s:20~l:28~e:401772733,2025,2,2025-09-21T17:00Z,3,away,1,11,s:20~l:28~t:11,Indianapolis,Colts,IND,Indianapolis Colts,003b75,ffffff,https://a.espncdn.com/i/teamlogos/nfl/500/ind.png,1,41,3-0,18,25,228,9.1,1,0,0,0,NA,113.4,28,137,4.9,3,46,18,228,12.7,1,29,25,NA,NA,NA,65,46,4,8,4,7,1,1,32,1,3,104,34.7,39,0,NA,NA,NA,NA,NA,2,3,66.7,36,5,5,11,1,46,46,0,1,46,22,10,9,3,2,8,2,2,53,365,6.9,9,4,2,4,23,0,1,28:41,TRUE,TRUE,582d14eb-da61-e505-cc40-d972a1b60ed1,TRUE,NA
2025_03_IND_TEN,401772733,s:20~l:28~e:401772733,2025,2,2025-09-21T17:00Z,3,home,0,10,s:20~l:28~t:10,Tennessee,Titans,TEN,Tennessee Titans,4b92db,002a5c,https://a.espncdn.com/i/teamlogos/nfl/500/ten.png,0,20,0-3,23,38,196,5.8,1,1,4,23,NA,74.3,23,86,3.7,1,27,23,219,9.5,1,27,34,NA,NA,NA,52,33,0,0,3,2,0,NA,NA,NA,6,162,27,35,0,NA,NA,NA,NA,NA,2,4,50,57,2,2,8,1,52,52,0,0,52,21,11,8,2,5,14,1,2,65,282,4.3,9,2,2,8,68,1,0,31:19,TRUE,TRUE,0a0aea59-9a5e-01b3-57a3-0151cf4bf393,TRUE,NA
2025_03_LV_WAS,401772841,s:20~l:28~e:401772841,2025,2,2025-09-21T17:00Z,3,away,0,13,s:20~l:28~t:13,Las Vegas,Raiders,LV,Las Vegas Raiders,000000,a5acaf,https://a.espncdn.com/i/teamlogos/nfl/500/lv.png,1,24,1-2,19,29,261,10,3,0,5,28,NA,132.7,28,93,3.3,0,18,19,289,15.2,3,45,27,0,0,1,65,41,1,6,2,3,0,NA,NA,NA,5,110,22,27,0,2,10,5,5,0,1,1,100,37,1,1,4,6,294,49,0,0,56,17,12,5,0,3,14,2,3,62,354,5.7,12,3,2,6,54,0,0,31:53,TRUE,TRUE,b18540eb-6f2b-534c-e7f9-9bd930518da9,TRUE,NA
2025_03_LV_WAS,401772841,s:20~l:28~e:401772841,2025,2,2025-09-21T17:00Z,3,home,1,28,s:20~l:28~t:28,Washington,Commanders,WAS,Washington Commanders,5a1414,ffb612,https://a.espncdn.com/i/teamlogos/nfl/500/wsh.png,0,41,2-1,15,21,199,9.9,1,0,1,8,NA,118.6,32,201,6.3,3,60,15,207,13.8,1,56,18,1,1,0,69,43,5,8,4,9,1,NA,NA,NA,3,118,39.3,69,0,5,127,25.4,90,1,2,3,66.7,56,5,5,11,3,138,46,0,2,56,17,7,8,2,5,10,0,0,54,400,7.4,11,3,2,7,54,1,1,28:07,TRUE,TRUE,fbeaf73e-6d6c-cca4-0809-713d9d741f90,TRUE,NA
2025_03_DEN_LAC,401772735,s:20~l:28~e:401772735,2025,2,2025-09-21T20:05Z,3,away,0,7,s:20~l:28~t:7,Denver,Broncos,DEN,Denver Broncos,0a2343,fc4c02,https://a.espncdn.com/i/teamlogos/nfl/500/den.png,1,20,1-2,14,25,147,6.1,1,0,2,6,NA,87.6,21,118,5.6,1,41,14,153,10.9,1,52,23,0,0,1,89,46,5,7,7,14,0,1,0,0,5,141,28.2,32,0,2,56,28,32,0,2,2,100,42,2,2,8,7,330,47.1,0,3,56,9,5,3,1,2,13,2,2,48,265,5.5,12,2,1,10,90,0,0,23:40,TRUE,TRUE,51042145-e3c1-0694-ae0d-f720342ff8fc,TRUE,NA
2025_03_DEN_LAC,401772735,s:20~l:28~e:401772735,2025,2,2025-09-21T20:05Z,3,home,1,24,s:20~l:28~t:24,Los Angeles,Chargers,LAC,Los Angeles Chargers,0080c6,ffc20e,https://a.espncdn.com/i/teamlogos/nfl/500/lac.png,0,23,3-0,28,47,270,6.4,1,1,5,30,NA,76.5,28,106,3.8,1,11,28,300,10.7,1,37,46,2,1,0,51,34,2,5,3,4,0,NA,NA,NA,5,127,25.4,30,0,3,50,16.7,33,0,3,3,100,43,2,2,11,5,249,49.8,1,0,60,29,17,6,6,8,17,0,0,80,376,4.7,12,3,1,3,25,2,0,36:20,TRUE,TRUE,84caf62b-c753-71ea-a787-44fd224a4294,TRUE,NA
2025_03_NO_SEA,401772736,s:20~l:28~e:401772736,2025,2,2025-09-21T20:05Z,3,away,0,18,s:20~l:28~t:18,New Orleans,Saints,NO,New Orleans Saints,d3bc8d,000000,https://a.espncdn.com/i/teamlogos/nfl/500/no.png,1,13,0-3,28,41,205,5.3,1,1,2,13,NA,79.1,27,79,2.9,0,8,28,218,7.8,1,21,41,0,0,1,67,35,0,3,2,2,0,NA,NA,NA,8,182,22.8,26,0,1,40,40,40,0,2,3,66.7,27,1,1,7,6,243,40.5,0,0,61,21,12,4,5,5,15,0,2,70,284,4.1,12,3,1,11,77,1,0,32:16,TRUE,TRUE,97d2f6c9-2f22-459c-306a-046941ccab2a,TRUE,NA
2025_03_NO_SEA,401772736,s:20~l:28~e:401772736,2025,2,2025-09-21T20:05Z,3,home,1,26,s:20~l:28~t:26,Seattle,Seahawks,SEA,Seattle Seahawks,002a5c,69be28,https://a.espncdn.com/i/teamlogos/nfl/500/sea.png,0,44,2-1,16,21,233,11.1,2,0,0,0,NA,143.6,33,87,2.6,2,10,16,233,14.6,2,45,20,1,1,0,77,53,2,4,7,8,1,1,0,0,2,92,46,60,0,3,114,38,95,1,3,3,100,56,5,5,14,2,92,46,0,1,47,22,11,7,4,3,9,0,0,54,320,5.9,11,5,4,8,70,1,1,27:44,TRUE,TRUE,3767a23c-a17d-294f-288a-9086ad1f0680,TRUE,NA
2025_03_DAL_CHI,401772844,s:20~l:28~e:401772844,2025,2,2025-09-21T20:25Z,3,away,0,6,s:20~l:28~t:6,Dallas,Cowboys,DAL,Dallas Cowboys,002a5c,b0b7bc,https://a.espncdn.com/i/teamlogos/nfl/500/dal.png,1,14,1-2,34,45,275,6.5,1,3,2,17,NA,71.7,20,121,6.1,0,22,34,292,8.6,1,37,44,1,1,0,60,37,0,4,3,1,0,NA,NA,NA,4,93,23.3,31,0,2,28,14,19,0,2,2,100,53,0,0,6,2,102,51,0,0,60,23,14,6,3,3,11,2,3,67,396,5.9,10,4,1,4,25,4,0,32:58,TRUE,TRUE,b0fc8fb7-9dbe-e574-9008-6f0ee7c6b234,TRUE,NA
2025_03_DAL_CHI,401772844,s:20~l:28~e:401772844,2025,2,2025-09-21T20:25Z,3,home,1,3,s:20~l:28~t:3,Chicago,Bears,CHI,Chicago Bears,0b1c3a,e64100,https://a.espncdn.com/i/teamlogos/nfl/500/chi.png,0,31,1-2,19,28,298,10.6,4,0,0,0,NA,142.6,29,87,3,0,12,19,298,15.7,4,65,28,0,0,1,77,48,2,2,6,7,0,3,0,0,2,41,20.5,26,0,2,31,15.5,19,0,1,1,100,30,4,4,7,4,176,44,0,1,50,19,11,7,1,8,14,1,1,57,385,6.8,10,3,2,6,41,0,0,27:02,TRUE,TRUE,19d73366-b5a5-cca2-a176-a2c024ce0bb3,TRUE,NA
2025_03_ARI_SF,401772843,s:20~l:28~e:401772843,2025,2,2025-09-21T20:25Z,3,away,0,22,s:20~l:28~t:22,Arizona,Cardinals,ARI,Arizona Cardinals,a40227,ffffff,https://a.espncdn.com/i/teamlogos/nfl/500/ari.png,1,15,2-1,22,35,154,4.5,1,0,1,5,NA,82.9,28,106,3.8,0,29,22,159,7.2,1,32,34,1,0,1,66,39,1,3,4,8,0,1,18,0,4,115,28.8,36,0,1,8,8,8,0,2,3,66.7,34,1,1,7,5,258,51.6,1,2,55,16,8,7,1,5,15,2,2,64,260,4.1,10,3,1,5,30,0,0,34:39,TRUE,TRUE,8fc7b962-95e1-3cb8-6a7d-b499de9ad546,TRUE,NA
2025_03_ARI_SF,401772843,s:20~l:28~e:401772843,2025,2,2025-09-21T20:25Z,3,home,1,25,s:20~l:28~t:25,San Francisco,49ers,SF,San Francisco 49ers,aa0000,b3995d,https://a.espncdn.com/i/teamlogos/nfl/500/sf.png,0,16,3-0,27,41,282,6.9,1,1,1,2,NA,83.8,20,73,3.7,0,19,27,284,10.5,1,34,38,NA,NA,NA,77,34,1,4,5,4,0,NA,NA,NA,3,80,26.7,31,0,3,26,8.7,14,0,3,3,100,51,1,1,10,3,128,42.7,0,2,48,19,14,4,1,2,10,1,2,62,355,5.7,10,4,1,5,69,1,0,25:21,TRUE,TRUE,985a261f-296c-c95c-32a5-addc4df75001,TRUE,NA
2025_03_KC_NYG,401772920,s:20~l:28~e:401772920,2025,2,2025-09-22T00:20Z,3,away,1,12,s:20~l:28~t:12,Kansas City,Chiefs,KC,Kansas City Chiefs,e31837,ffb612,https://a.espncdn.com/i/teamlogos/nfl/500/kc.png,1,22,1-2,22,37,201,6.1,1,0,2,23,NA,85.9,28,105,3.8,1,11,22,224,10.2,1,33,35,2,0,2,72,37,2,6,6,9,0,2,23,0,3,63,21,23,0,1,4,4,4,0,3,4,75,54,1,2,10,3,139,46.3,0,0,53,22,13,6,3,8,15,0,0,67,306,4.6,10,3,2,8,85,0,0,31:50,TRUE,TRUE,f68f2343-8ceb-7a02-740d-af6338be21d2,TRUE,NA
2025_03_KC_NYG,401772920,s:20~l:28~e:401772920,2025,2,2025-09-22T00:20Z,3,home,0,19,s:20~l:28~t:19,New York,Giants,NYG,New York Giants,003c7f,c9243f,https://a.espncdn.com/i/teamlogos/nfl/500/nyg.png,0,9,0-3,18,32,151,5,0,2,2,9,NA,43.8,27,130,4.8,1,14,18,160,8.9,0,26,30,NA,NA,NA,61,43,2,4,6,7,0,NA,NA,NA,5,134,26.8,33,0,2,17,8.5,9,0,1,1,100,25,0,1,3,2,61,30.5,0,2,33,19,7,8,4,1,10,1,4,61,281,4.6,9,3,1,7,82,2,0,28:10,TRUE,TRUE,378600ea-2397-8364-8399-b7c1606a49a7,TRUE,NA
2025_03_DET_BAL,401772812,s:20~l:28~e:401772812,2025,2,2025-09-23T00:15Z,3,away,1,8,s:20~l:28~t:8,Detroit,Lions,DET,Detroit Lions,0076b6,bbbbbb,https://a.espncdn.com/i/teamlogos/nfl/500/det.png,1,38,2-1,20,28,202,7.2,1,0,0,0,NA,103.6,38,224,5.9,4,72,20,202,10.1,1,24,26,1,0,2,55,41,7,6,2,7,0,NA,NA,NA,4,110,27.5,30,0,1,0,0,0,0,1,2,50,45,5,5,8,3,146,48.7,0,0,53,24,11,12,1,7,14,3,3,66,426,6.5,11,5,4,8,68,0,0,33:18,TRUE,TRUE,56caffee-178d-f6f2-a076-b277486b8c32,TRUE,NA
2025_03_DET_BAL,401772812,s:20~l:28~e:401772812,2025,2,2025-09-23T00:15Z,3,home,0,33,s:20~l:28~t:33,Baltimore,Ravens,BAL,Baltimore Ravens,29126f,000000,https://a.espncdn.com/i/teamlogos/nfl/500/bal.png,0,30,1-2,21,28,233,10.3,3,0,7,55,NA,143.2,19,85,4.5,1,28,21,288,13.7,3,37,28,2,1,1,77,40,0,4,1,6,0,NA,NA,NA,4,105,26.3,43,0,3,31,10.3,11,0,1,1,100,41,3,3,6,3,157,52.3,0,2,63,21,14,4,3,6,11,0,1,54,318,5.9,10,4,2,3,10,1,0,26:42,TRUE,TRUE,38248455-3da4-84e4-8090-98b5cc38ffdc,TRUE,NA
2025_04_SEA_ARI,401772938,s:20~l:28~e:401772938,2025,2,2025-09-26T00:15Z,4,away,1,26,s:20~l:28~t:26,Seattle,Seahawks,SEA,Seattle Seahawks,002a5c,69be28,https://a.espncdn.com/i/teamlogos/nfl/500/sea.png,1,23,3-1,18,26,229,9.3,1,0,3,13,NA,111.4,35,155,4.4,1,24,18,242,13.4,1,36,24,2,1,1,67,41,6,5,8,7,0,2,44,0,4,103,25.8,33,0,2,10,5,8,0,3,4,75,52,2,2,11,3,147,49,1,0,54,20,11,6,3,6,13,0,1,64,384,6,10,3,2,6,74,1,0,32:24,TRUE,TRUE,3767a23c-a17d-294f-288a-9086ad1f0680,TRUE,NA
2025_04_SEA_ARI,401772938,s:20~l:28~e:401772938,2025,2,2025-09-26T00:15Z,4,home,0,22,s:20~l:28~t:22,Arizona,Cardinals,ARI,Arizona Cardinals,a40227,ffffff,https://a.espncdn.com/i/teamlogos/nfl/500/ari.png,0,20,2-2,27,41,164,4.9,2,2,6,36,NA,73.2,17,89,5.2,0,29,27,200,7.4,2,18,40,0,0,1,85,38,3,9,2,3,0,NA,NA,NA,5,126,25.2,31,0,1,15,15,15,0,2,2,100,57,2,2,8,4,202,50.5,0,3,63,18,13,2,3,6,15,1,1,64,253,4,11,3,2,7,46,2,0,27:36,TRUE,TRUE,8fc7b962-95e1-3cb8-6a7d-b499de9ad546,TRUE,NA
2025_04_MIN_PIT,401772632,s:20~l:28~e:401772632,2025,2,2025-09-28T13:30Z,4,away,0,16,s:20~l:28~t:16,Minnesota,Vikings,MIN,Minnesota Vikings,4f2683,ffc62f,https://a.espncdn.com/i/teamlogos/nfl/500/min.png,1,21,2-2,30,46,302,7.6,2,2,6,48,NA,84.5,20,70,3.5,0,11,30,350,11.7,2,81,42,2,0,1,69,37,2,4,0,3,0,NA,NA,NA,5,124,24.8,28,0,2,13,6.5,13,0,2,2,100,41,1,1,7,3,136,45.3,0,0,49,23,15,6,2,4,14,2,3,72,372,5.2,10,4,2,8,82,2,0,33:34,TRUE,TRUE,3db556c9-ed76-a7a5-4ccb-a92fc6db4334,TRUE,NFL Dublin Game
2025_04_MIN_PIT,401772632,s:20~l:28~e:401772632,2025,2,2025-09-28T13:30Z,4,home,1,23,s:20~l:28~t:23,Pittsburgh,Steelers,PIT,Pittsburgh Steelers,000000,ffb612,https://a.espncdn.com/i/teamlogos/nfl/500/pit.png,0,24,3-1,18,22,182,9.1,1,0,2,18,NA,119.7,29,131,4.5,2,15,18,200,11.1,1,80,22,1,0,1,75,47,6,10,8,14,0,2,9,0,4,100,25,26,0,2,9,4.5,12,0,1,2,50,33,3,3,6,3,146,48.7,1,0,54,19,6,11,2,4,10,0,1,53,313,5.9,11,5,2,5,35,0,0,26:26,TRUE,TRUE,debcd592-8d53-71f1-fc15-5c8b8ef9df6e,TRUE,NFL Dublin Game
2025_04_WAS_ATL,401772739,s:20~l:28~e:401772739,2025,2,2025-09-28T17:00Z,4,away,0,28,s:20~l:28~t:28,Washington,Commanders,WAS,Washington Commanders,5a1414,ffb612,https://a.espncdn.com/i/teamlogos/nfl/500/wsh.png,1,27,2-2,16,27,147,5.8,2,1,2,9,NA,84.8,22,147,6.7,0,48,16,156,9.8,2,24,24,4,0,3,77,35,1,7,1,2,0,1,23,0,6,199,33.2,58,0,2,0,0,0,0,4,4,100,52,1,1,13,2,89,44.5,0,0,47,17,8,7,2,1,8,2,2,51,294,5.8,9,1,1,6,50,1,0,25:45,TRUE,TRUE,fbeaf73e-6d6c-cca4-0809-713d9d741f90,TRUE,NA
2025_04_WAS_ATL,401772739,s:20~l:28~e:401772739,2025,2,2025-09-28T17:00Z,4,home,1,1,s:20~l:28~t:1,Atlanta,Falcons,ATL,Atlanta Falcons,a71930,000000,https://a.espncdn.com/i/teamlogos/nfl/500/atl.png,0,34,2-2,20,26,307,12,2,1,1,6,NA,125.9,37,128,3.5,2,19,20,313,15.7,2,69,26,2,0,2,60,33,2,4,3,6,0,1,0,0,5,128,25.6,30,0,1,0,0,0,0,2,2,100,38,4,4,10,2,92,46,0,1,48,24,14,9,1,6,12,1,1,64,435,6.8,10,6,4,5,45,1,0,34:15,TRUE,TRUE,49fd392a-86fe-4df3-1b77-9bbfa18b2ad5,TRUE,NA
2025_04_NO_BUF,401772740,s:20~l:28~e:401772740,2025,2,2025-09-28T17:00Z,4,away,0,18,s:20~l:28~t:18,New Orleans,Saints,NO,New Orleans Saints,d3bc8d,000000,https://a.espncdn.com/i/teamlogos/nfl/500/no.png,1,19,0-4,18,28,109,4.5,1,1,3,17,NA,71.4,34,189,5.6,1,18,18,126,7,1,17,25,1,0,1,59,44,3,5,4,7,0,1,0,0,5,134,26.8,30,0,1,10,10,10,0,2,2,100,54,1,1,7,3,142,47.3,1,2,49,22,7,14,1,5,13,0,2,65,298,4.6,10,4,2,4,41,1,0,28:39,TRUE,TRUE,97d2f6c9-2f22-459c-306a-046941ccab2a,TRUE,NA
2025_04_NO_BUF,401772740,s:20~l:28~e:401772740,2025,2,2025-09-28T17:00Z,4,home,1,2,s:20~l:28~t:2,Buffalo,Bills,BUF,Buffalo Bills,00338d,d50a0a,https://a.espncdn.com/i/teamlogos/nfl/500/buf.png,0,31,4-0,16,22,191,9.5,2,1,3,18,NA,113.6,32,165,5.2,2,27,16,209,13.1,2,43,22,NA,NA,NA,69,48,3,5,2,4,0,1,4,0,4,95,23.8,31,0,1,6,6,6,0,1,1,100,35,4,4,7,2,83,41.5,0,0,43,20,10,9,1,3,10,0,1,57,356,6.2,11,3,2,11,55,1,0,31:21,TRUE,TRUE,232afaf2-01ac-fcc2-8bd6-66550df1703a,TRUE,NA
2025_04_CLE_DET,401772846,s:20~l:28~e:401772846,2025,2,2025-09-28T17:00Z,4,away,0,5,s:20~l:28~t:5,Cleveland,Browns,CLE,Cleveland Browns,472a08,ff3c00,https://a.espncdn.com/i/teamlogos/nfl/500/cle.png,1,10,1-3,16,35,170,5.3,0,2,3,14,NA,38.3,27,79,2.9,1,11,16,184,11.5,0,35,34,2,1,1,63,31,0,4,1,5,0,1,13,0,5,129,25.8,32,0,1,0,0,0,0,1,2,50,33,1,1,4,7,314,44.9,0,4,47,16,8,7,1,3,14,1,1,65,249,3.8,14,2,1,6,44,3,0,31:44,TRUE,TRUE,539babc5-e5fb-753b-8ae1-c15032a91ef4,TRUE,NA
2025_04_CLE_DET,401772846,s:20~l:28~e:401772846,2025,2,2025-09-28T17:00Z,4,home,1,8,s:20~l:28~t:8,Detroit,Lions,DET,Detroit Lions,0076b6,bbbbbb,https://a.espncdn.com/i/teamlogos/nfl/500/det.png,0,34,3-1,16,27,168,6.2,2,1,0,0,NA,86.7,29,109,3.8,1,24,16,168,10.5,2,27,25,0,0,1,65,37,3,4,10,9,1,2,34,0,3,81,27,31,0,5,76,15.2,65,1,2,2,100,58,4,4,10,5,221,44.2,0,5,53,16,8,6,2,6,14,0,1,56,277,4.9,13,3,3,6,35,1,1,28:16,TRUE,TRUE,56caffee-178d-f6f2-a076-b277486b8c32,TRUE,NA
2025_04_TEN_HOU,401772738,s:20~l:28~e:401772738,2025,2,2025-09-28T17:00Z,4,away,0,10,s:20~l:28~t:10,Tennessee,Titans,TEN,Tennessee Titans,4b92db,002a5c,https://a.espncdn.com/i/teamlogos/nfl/500/ten.png,1,0,0-4,10,26,93,4.2,0,1,2,15,NA,35.4,18,82,4.6,0,21,10,108,10.8,0,33,23,NA,NA,NA,80,47,2,6,1,5,0,NA,NA,NA,6,141,23.5,29,0,NA,NA,NA,NA,NA,0,2,0,0,0,0,0,5,213,42.6,0,2,50,10,5,3,2,2,11,0,1,46,175,3.8,10,0,0,4,35,1,0,21:39,TRUE,TRUE,0a0aea59-9a5e-01b3-57a3-0151cf4bf393,TRUE,NA
2025_04_TEN_HOU,401772738,s:20~l:28~e:401772738,2025,2,2025-09-28T17:00Z,4,home,1,34,s:20~l:28~t:34,Houston,Texans,HOU,Houston Texans,00143f,c41230,https://a.espncdn.com/i/teamlogos/nfl/500/hou.png,0,26,1-3,22,28,224,8.3,2,0,2,9,NA,125.1,35,129,3.7,1,18,22,233,10.6,2,37,28,NA,NA,NA,46,26,2,6,7,7,0,1,20,0,1,26,26,26,0,3,15,5,15,0,2,3,66.7,47,2,2,8,3,132,44,0,2,64,20,9,10,1,6,15,3,3,65,353,5.4,9,2,2,6,50,0,0,38:21,TRUE,TRUE,595690b3-2161-4913-a7a7-814af2fd2621,TRUE,NA
2025_04_CAR_NE,401772847,s:20~l:28~e:401772847,2025,2,2025-09-28T17:00Z,4,away,0,29,s:20~l:28~t:29,Carolina,Panthers,CAR,Carolina Panthers,0085ca,000000,https://a.espncdn.com/i/teamlogos/nfl/500/car.png,1,13,1-3,23,36,197,5.8,2,0,1,11,NA,97.9,28,129,4.6,0,22,23,208,9,2,24,32,1,0,0,57,24,1,1,2,1,0,NA,NA,NA,6,139,23.2,30,0,3,19,6.3,13,0,0,1,0,0,1,2,1,5,231,46.2,1,1,55,21,11,8,2,5,14,1,3,65,326,5,11,2,2,5,29,0,0,35:14,TRUE,TRUE,647c27bf-ab86-550e-5b83-91c29e73e4a9,TRUE,NA
